,1,2,3
0,False,True,False
1,False,True,False
2,False,True,False
3,False,False,True
4,False,False,True
5,False,False,True
6,False,True,False
7,False,True,False
8,False,False,True
9,False,False,True
10,False,False,True
11,False,False,True
12,False,False,True
13,False,False,True
14,False,False,True
15,False,False,True
16,False,False,True
17,False,False,True
18,False,False,True
19,False,False,True
20,False,False,True
21,False,False,True
22,False,False,True
23,False,True,False
24,False,True,False
25,False,True,False
26,False,True,False
27,False,True,False
28,False,True,False
29,False,True,False
30,False,True,False
31,False,True,False
32,False,True,False
33,False,True,False
34,False,True,False
35,False,True,False
36,False,False,True
37,False,False,True
38,False,False,True
39,False,False,True
40,True,False,False
41,True,False,False
42,True,False,False
43,True,False,False
44,True,False,False
45,True,False,False
46,True,False,False
47,True,False,False
48,True,False,False
49,True,False,False
50,True,False,False
51,True,False,False
52,True,False,False
53,True,False,False
54,True,False,False
55,False,False,True
56,False,False,True
57,False,False,True
58,False,False,True
59,False,False,True
60,False,False,True
61,False,False,True
62,True,False,False
63,True,False,False
64,False,True,False
65,False,True,False
66,False,True,False
67,False,True,False
68,False,True,False
69,False,False,True
70,False,False,True
71,False,True,False
72,True,False,False
73,True,False,False
74,False,False,True
75,False,False,True
76,False,True,False
77,False,False,True
78,False,False,True
79,False,False,True
80,False,False,True
81,False,False,True
82,False,False,True
83,False,False,True
84,False,True,False
85,False,False,True
86,False,False,True
87,False,False,True
88,False,True,False
89,False,True,False
90,False,False,True
91,False,False,True
92,False,False,True
93,False,False,True
94,False,False,True
95,False,False,True
96,False,False,True
97,False,False,True
98,False,False,True
99,False,False,True
100,False,False,True
101,False,False,True
102,False,False,True
103,False,False,True
104,False,False,True
105,False,False,True
106,False,False,True
107,False,False,True
108,False,False,True
109,False,False,True
110,False,False,True
111,False,False,True
112,False,False,True
113,False,False,True
114,False,False,True
115,False,False,True
116,False,False,True
117,False,False,True
118,False,False,True
119,False,False,True
120,False,False,True
121,False,False,True
122,False,False,True
123,False,False,True
124,False,False,True
125,False,False,True
126,False,False,True
127,False,False,True
128,False,False,True
129,False,False,True
130,False,False,True
131,False,False,True
132,False,False,True
133,False,False,True
134,False,False,True
135,False,False,True
136,False,False,True
137,False,False,True
138,False,True,False
139,False,True,False
140,True,False,False
141,True,False,False
142,True,False,False
143,True,False,False
144,False,True,False
145,False,True,False
146,False,True,False
147,False,True,False
148,False,True,False
149,False,True,False
150,False,True,False
151,False,True,False
152,False,True,False
153,False,True,False
154,False,True,False
155,False,True,False
156,False,True,False
157,False,True,False
158,False,True,False
159,False,True,False
160,True,False,False
161,True,False,False
162,True,False,False
163,True,False,False
164,True,False,False
165,True,False,False
166,True,False,False
167,True,False,False
168,True,False,False
169,True,False,False
170,True,False,False
171,True,False,False
172,True,False,False
173,True,False,False
174,True,False,False
175,True,False,False
176,True,False,False
177,True,False,False
178,True,False,False
179,True,False,False
180,False,True,False
181,False,True,False
182,False,True,False
183,True,False,False
184,True,False,False
185,True,False,False
186,True,False,False
187,True,False,False
188,True,False,False
189,True,False,False
190,True,False,False
191,True,False,False
192,True,False,False
193,True,False,False
194,True,False,False
195,True,False,False
196,True,False,False
197,True,False,False
198,True,False,False
199,True,False,False
200,True,False,False
201,True,False,False
202,True,False,False
203,True,False,False
204,True,False,False
205,True,False,False
206,True,False,False
207,False,True,False
208,False,True,False
209,False,True,False
210,False,True,False
211,False,False,True
212,False,True,False
213,False,True,False
214,False,True,False
215,False,True,False
216,False,True,False
217,False,True,False
218,False,True,False
219,False,True,False
220,False,True,False
221,False,True,False
222,False,True,False
223,True,False,False
224,True,False,False
225,True,False,False
226,True,False,False
227,True,False,False
228,True,False,False
229,True,False,False
230,True,False,False
231,True,False,False
232,True,False,False
233,True,False,False
234,True,False,False
235,True,False,False
236,True,False,False
237,False,False,True
238,False,False,True
239,False,False,True
240,False,False,True
241,False,False,True
242,False,False,True
243,False,False,True
244,False,False,True
245,False,False,True
246,False,True,False
247,True,False,False
248,True,False,False
249,True,False,False
250,True,False,False
251,True,False,False
252,True,False,False
253,True,False,False
254,True,False,False
255,True,False,False
256,True,False,False
257,True,False,False
258,True,False,False
259,True,False,False
260,True,False,False
261,True,False,False
262,True,False,False
263,True,False,False
264,True,False,False
265,True,False,False
266,True,False,False
267,True,False,False
268,True,False,False
269,True,False,False
270,True,False,False
271,True,False,False
272,True,False,False
273,True,False,False
274,True,False,False
275,True,False,False
276,True,False,False
277,True,False,False
278,True,False,False
279,True,False,False
280,True,False,False
281,True,False,False
282,True,False,False
283,True,False,False
284,False,True,False
285,True,False,False
286,True,False,False
287,True,False,False
288,False,False,True
289,True,False,False
290,True,False,False
291,True,False,False
292,True,False,False
293,True,False,False
294,True,False,False
295,True,False,False
296,True,False,False
297,True,False,False
298,True,False,False
299,True,False,False
300,True,False,False
301,True,False,False
302,True,False,False
303,True,False,False
304,True,False,False
305,True,False,False
306,True,False,False
307,True,False,False
308,True,False,False
309,True,False,False
310,True,False,False
311,True,False,False
312,True,False,False
313,True,False,False
314,True,False,False
315,True,False,False
316,True,False,False
317,True,False,False
318,False,True,False
319,True,False,False
320,True,False,False
321,True,False,False
322,True,False,False
323,True,False,False
324,True,False,False
325,True,False,False
326,True,False,False
327,True,False,False
328,True,False,False
329,True,False,False
330,True,False,False
331,True,False,False
332,True,False,False
333,False,True,False
334,False,True,False
335,False,True,False
336,False,True,False
337,False,True,False
338,True,False,False
339,True,False,False
340,True,False,False
341,False,True,False
342,False,True,False
343,False,True,False
344,True,False,False
345,False,True,False
346,False,False,True
347,False,False,True
348,False,False,True
349,False,False,True
350,False,False,True
351,False,False,True
352,False,False,True
353,False,False,True
354,False,False,True
355,False,True,False
356,False,True,False
357,True,False,False
358,True,False,False
359,True,False,False
360,True,False,False
361,True,False,False
362,True,False,False
363,True,False,False
364,True,False,False
365,True,False,False
366,True,False,False
367,True,False,False
368,True,False,False
369,True,False,False
370,True,False,False
371,True,False,False
372,True,False,False
373,True,False,False
374,True,False,False
375,True,False,False
376,True,False,False
377,True,False,False
378,True,False,False
379,True,False,False
380,True,False,False
381,True,False,False
382,False,False,True
383,False,False,True
384,False,False,True
385,False,False,True
386,False,False,True
387,False,False,True
388,True,False,False
389,True,False,False
390,True,False,False
391,True,False,False
392,True,False,False
393,True,False,False
394,False,True,False
395,False,True,False
396,False,True,False
397,True,False,False
398,True,False,False
399,True,False,False
400,True,False,False
401,True,False,False
402,True,False,False
403,True,False,False
404,True,False,False
405,True,False,False
406,True,False,False
407,True,False,False
408,True,False,False
409,True,False,False
410,True,False,False
411,True,False,False
412,True,False,False
413,True,False,False
414,True,False,False
415,True,False,False
416,True,False,False
417,True,False,False
418,True,False,False
419,True,False,False
420,True,False,False
421,True,False,False
422,True,False,False
423,True,False,False
424,True,False,False
425,True,False,False
426,True,False,False
427,True,False,False
428,False,True,False
429,True,False,False
430,True,False,False
431,True,False,False
432,True,False,False
433,False,True,False
434,False,True,False
435,False,True,False
436,False,True,False
437,False,True,False
438,False,True,False
439,False,True,False
440,False,True,False
441,False,True,False
442,False,True,False
443,False,True,False
444,False,False,True
445,False,False,True
446,False,False,True
447,False,False,True
448,False,False,True
449,False,False,True
450,False,False,True
451,False,False,True
452,False,False,True
453,False,False,True
454,False,False,True
455,False,False,True
456,False,False,True
457,False,False,True
458,False,False,True
459,False,False,True
460,False,False,True
461,False,False,True
462,False,False,True
463,False,False,True
464,False,False,True
465,False,False,True
466,False,False,True
467,False,False,True
468,False,False,True
469,False,False,True
470,False,False,True
471,False,False,True
472,False,False,True
473,False,False,True
474,False,False,True
475,False,True,False
476,False,True,False
477,False,True,False
478,False,False,True
479,False,True,False
480,False,True,False
481,False,False,True
482,False,False,True
483,False,False,True
484,False,False,True
485,False,False,True
486,False,False,True
487,False,False,True
488,False,False,True
489,False,False,True
490,False,False,True
491,False,False,True
492,False,False,True
493,False,False,True
494,False,False,True
495,False,False,True
496,False,False,True
497,False,False,True
498,False,False,True
499,False,False,True
500,False,False,True
501,False,False,True
502,False,False,True
503,False,False,True
504,False,False,True
505,False,False,True
506,False,False,True
507,False,False,True
508,False,False,True
509,False,False,True
510,False,False,True
511,False,False,True
512,False,False,True
513,False,False,True
514,False,False,True
515,False,False,True
516,False,False,True
517,False,False,True
518,False,False,True
519,False,False,True
520,False,False,True
521,False,False,True
522,False,False,True
523,False,False,True
524,False,False,True
525,False,False,True
526,False,False,True
527,False,False,True
528,False,False,True
529,False,False,True
530,False,False,True
531,False,False,True
532,False,False,True
533,False,False,True
534,False,False,True
535,False,False,True
536,False,False,True
537,False,False,True
538,False,False,True
539,False,False,True
540,False,False,True
541,False,False,True
542,False,False,True
543,False,False,True
544,False,False,True
545,False,False,True
546,False,False,True
547,False,False,True
548,False,False,True
549,False,False,True
550,False,True,False
551,True,False,False
552,True,False,False
553,True,False,False
554,True,False,False
555,False,False,True
556,False,False,True
557,True,False,False
558,False,False,True
559,False,False,True
560,False,False,True
561,False,False,True
562,False,False,True
563,False,False,True
564,False,False,True
565,False,False,True
566,False,False,True
567,False,False,True
568,False,False,True
569,False,False,True
570,False,False,True
571,False,False,True
572,False,False,True
573,False,False,True
574,False,False,True
575,False,False,True
576,False,False,True
577,False,False,True
578,False,False,True
579,False,False,True
580,False,False,True
581,True,False,False
582,True,False,False
583,True,False,False
584,True,False,False
585,True,False,False
586,True,False,False
587,True,False,False
588,True,False,False
589,False,True,False
590,False,False,True
591,False,False,True
592,False,False,True
593,False,False,True
594,False,False,True
595,False,False,True
596,False,False,True
597,False,False,True
598,False,False,True
599,False,False,True
600,False,False,True
601,False,False,True
602,False,False,True
603,False,False,True
604,False,False,True
605,False,False,True
606,False,False,True
607,False,False,True
608,False,False,True
609,False,False,True
610,False,False,True
611,False,False,True
612,False,False,True
613,False,False,True
614,False,False,True
615,False,True,False
616,False,False,True
617,False,False,True
618,False,False,True
619,False,True,False
620,False,True,False
621,False,True,False
622,False,True,False
623,False,True,False
624,False,True,False
625,False,True,False
626,False,True,False
627,False,True,False
628,False,False,True
629,False,True,False
630,False,True,False
631,False,True,False
632,False,True,False
633,False,True,False
634,False,False,True
635,False,False,True
636,False,False,True
637,False,False,True
638,False,False,True
639,False,False,True
640,False,False,True
641,False,False,True
642,False,False,True
643,False,False,True
644,False,False,True
645,False,False,True
646,False,False,True
647,False,False,True
648,False,True,False
649,False,True,False
650,False,True,False
651,False,False,True
652,False,True,False
653,False,True,False
654,False,True,False
655,False,True,False
656,False,False,True
657,False,False,True
658,False,False,True
659,False,False,True
660,False,False,True
661,False,False,True
662,False,False,True
663,False,False,True
664,False,False,True
665,False,False,True
666,False,False,True
667,False,False,True
668,False,False,True
669,False,False,True
670,False,False,True
671,False,False,True
672,False,False,True
673,False,False,True
674,False,False,True
675,False,False,True
676,False,False,True
677,False,False,True
678,False,False,True
679,False,False,True
680,False,True,False
681,False,False,True
682,False,False,True
683,False,False,True
684,False,False,True
685,False,False,True
686,False,False,True
687,False,False,True
688,False,False,True
689,False,False,True
690,False,False,True
691,False,False,True
692,False,False,True
693,False,False,True
694,False,False,True
695,False,False,True
696,False,False,True
697,False,False,True
698,False,False,True
699,False,False,True
700,False,False,True
701,False,False,True
702,False,True,False
703,False,True,False
704,False,True,False
705,False,True,False
706,False,True,False
707,True,False,False
708,True,False,False
709,True,False,False
710,True,False,False
711,False,True,False
712,False,True,False
713,False,True,False
714,False,True,False
715,False,True,False
716,False,True,False
717,False,True,False
718,False,True,False
719,False,True,False
720,False,True,False
721,False,True,False
722,False,True,False
723,False,False,True
724,False,False,True
725,False,False,True
726,False,False,True
727,False,False,True
728,False,False,True
729,False,False,True
730,False,False,True
731,False,False,True
732,False,False,True
733,False,False,True
734,False,False,True
735,False,False,True
736,False,False,True
737,False,False,True
738,False,False,True
739,False,False,True
740,False,False,True
741,False,False,True
742,False,False,True
743,False,False,True
744,False,False,True
745,False,False,True
746,False,False,True
747,False,False,True
748,False,False,True
749,False,False,True
750,False,False,True
751,False,False,True
752,False,False,True
753,False,False,True
754,False,False,True
755,False,False,True
756,False,False,True
757,False,True,False
758,False,True,False
759,False,True,False
760,False,True,False
761,False,False,True
762,False,True,False
763,False,True,False
764,True,False,False
765,True,False,False
766,True,False,False
767,False,False,True
768,False,False,True
769,False,False,True
770,False,False,True
771,False,False,True
772,False,True,False
773,False,True,False
774,False,True,False
775,False,True,False
776,False,True,False
777,False,True,False
778,False,False,True
779,False,False,True
780,False,False,True
781,False,False,True
782,False,False,True
783,False,False,True
784,False,False,True
785,False,False,True
786,False,False,True
787,False,False,True
788,False,False,True
789,False,False,True
790,False,False,True
791,False,False,True
792,False,False,True
793,False,False,True
794,False,False,True
795,False,False,True
796,False,False,True
797,False,False,True
798,False,False,True
799,False,False,True
800,False,False,True
801,False,False,True
802,False,False,True
803,False,False,True
804,False,False,True
805,False,False,True
806,False,False,True
807,False,False,True
808,False,False,True
809,False,False,True
810,False,False,True
811,False,False,True
812,False,False,True
813,False,False,True
814,False,False,True
815,False,False,True
816,False,False,True
817,False,False,True
818,False,False,True
819,False,False,True
820,False,False,True
821,False,False,True
822,False,False,True
823,False,False,True
824,False,False,True
825,False,False,True
826,False,False,True
827,False,True,False
828,False,True,False
829,False,True,False
830,False,True,False
831,True,False,False
832,True,False,False
833,True,False,False
834,True,False,False
835,False,True,False
836,False,True,False
837,False,True,False
838,False,True,False
839,False,True,False
840,False,True,False
841,False,True,False
842,False,True,False
843,False,True,False
844,False,True,False
845,True,False,False
846,True,False,False
847,True,False,False
848,True,False,False
849,True,False,False
850,True,False,False
851,False,True,False
852,False,True,False
853,True,False,False
854,True,False,False
855,True,False,False
856,True,False,False
857,True,False,False
858,True,False,False
859,True,False,False
860,True,False,False
861,True,False,False
862,True,False,False
863,True,False,False
864,True,False,False
865,True,False,False
866,True,False,False
867,True,False,False
868,False,True,False
869,False,True,False
870,False,True,False
871,False,True,False
872,False,True,False
873,False,True,False
874,False,True,False
875,False,False,True
876,False,False,True
877,False,False,True
878,False,False,True
879,False,False,True
880,False,False,True
881,False,False,True
882,False,False,True
883,False,False,True
884,False,True,False
885,False,True,False
886,False,False,True
887,False,False,True
888,False,False,True
889,False,True,False
890,True,False,False
891,True,False,False
892,True,False,False
893,True,False,False
894,True,False,False
895,True,False,False
896,True,False,False
897,True,False,False
898,True,False,False
899,True,False,False
900,True,False,False
901,True,False,False
902,True,False,False
903,True,False,False
904,True,False,False
905,True,False,False
906,False,True,False
907,False,True,False
908,False,True,False
909,False,True,False
910,False,False,True
911,False,False,True
912,False,False,True
913,False,False,True
914,False,False,True
915,False,False,True
916,False,False,True
917,False,False,True
918,False,False,True
919,False,False,True
920,False,False,True
921,False,False,True
922,False,False,True
923,False,False,True
924,False,False,True
925,False,False,True
926,False,False,True
927,False,False,True
928,False,False,True
929,False,False,True
930,False,False,True
931,False,False,True
932,False,False,True
933,False,True,False
934,False,False,True
935,False,True,False
936,False,True,False
937,False,True,False
938,False,True,False
939,False,True,False
940,True,False,False
941,True,False,False
942,True,False,False
943,True,False,False
944,True,False,False
945,True,False,False
946,True,False,False
947,True,False,False
948,False,True,False
949,True,False,False
950,True,False,False
951,True,False,False
952,False,True,False
953,False,True,False
954,False,True,False
955,False,True,False
956,False,True,False
957,False,False,True
958,False,True,False
959,False,True,False
